Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status,Gender
11308,17/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Ailya Alsaedi,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),F054,5,49,248.724,76.734,False,Female
11309,17/05/2023,Tue,Syria,homs,34.7326,36.7136,Lilas Alqasir,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,Z771,7,179,119.8047,151.0581,False,Female
11310,17/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Sarah Alzrqawy,Laptop,Apple MacBook,"MacBook Air 13""",P437,6,999,930.2688,1482.6159,True,Male
11311,17/05/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Rabya Ahmad,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,L562,4,249,125.0478,152.8362,False,Female
11312,17/05/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Sadqawi,VR Headset,Samsung Odyssey,Samsung Odyssey G9,C192,4,1499,1512.1912,2733.5764,False,Female
11313,17/05/2023,Tue,USA,las vegas,36.1699,-115.1398,Sayban Alddahir,Smartphone,OnePlus,OnePlus Nord 2,Z771,6,399,33.3963,333.963,True,Male
11314,17/05/2023,Tue,Syria,homs,34.7326,36.7136,Samir Zaza,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,J885,4,199,2007.512,928.4743,True,Female
11315,17/05/2023,Thu,Saudi Arabia,jeddah,21.4858,39.1925,Esamat Alhabash,Gaming Console,Nintendo Switch,Nintendo Switch Lite,Y590,2,199,181.4482,312.7086,True,Female
11316,17/05/2023,Wed,Syria,aleppo,36.2021,37.1343,Sahar Husayn,Laptop,HP Envy,Envy 15,S319,5,1199,442.431,323.73,False,Male
11317,17/05/2023,Tue,Syria,homs,34.7326,36.7136,Abdalrahmin Zueitr,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,J302,5,1299,399.0528,2269.6128,False,Female
11318,17/05/2023,Mon,USA,new york,40.7498,-73.9814,Rana Alkmshh,VR Headset,HP Reverb,HP Reverb G2,J073,4,599,77.9898,529.2165,True,Female
11319,17/05/2023,Tue,USA,new york,40.7128,-74.006,Emar Dib,VR Headset,HTC Vive,HTC Vive Focus 3,Z260,4,799,345.4876,37.553,True,Male
11320,17/05/2023,Tue,USA,new york,40.7128,-74.006,Saed Daeas,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),E166,3,399,316.008,219.051,False,Female
11321,17/05/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Salim Suqbani,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),L028,4,399,53.865,700.245,True,Female
11322,17/05/2023,Fri,Saudi Arabia,jeddah,21.5433,39.1728,Amir Shakir,Smartphone,Samsung Galaxy,Galaxy A72,T402,5,499,79.84,294.41,False,Male
11323,17/05/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Abd Alruhmin Ramzi,Laptop,Apple MacBook,"MacBook Pro 16""",B451,5,2399,6770.9376,2750.6934,True,Female
11324,17/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Fadi Alhaju Bikr,Smart Speaker,Google Nest,Nest Hub (2nd Gen),B966,7,99,12.0978,50.2524,False,Female
11325,17/05/2023,Tue,USA,new york,40.7498,-73.9814,Rayid Alhabis,Digital Camera,Fujifilm X Series,Fujifilm X-T4,Z398,4,1699,2464.9092,63.2028,False,Male
11326,17/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Rana Jalal,VR Headset,Oculus Rift,Oculus Rift S,T196,6,399,344.0976,383.1996,True,Female
11327,17/05/2023,Mon,USA,washington,38.9072,-77.0369,Ali Turkamani,Smartphone,OnePlus,OnePlus Nord CE 5G,L106,5,349,71.8242,27.3616,True,Female
11328,17/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Zayn Faris,Headphones,JBL Live,JBL Live 500BT,H632,3,99,113.5134,282.3282,True,Male
11329,17/05/2023,Mon,USA,new york,40.7498,-73.9814,Ghyath Alyaghshiu,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,T351,5,999,799.2,479.52,True,Female
11330,17/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Sandurana Alsaedi,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,S935,4,99,282.3282,233.3529,False,Female
11331,17/05/2023,Tue,USA,washington,38.9072,-77.0369,Ibrahim Ahmad,Gaming Console,Sony PlayStation,PlayStation 4 Slim,E484,5,299,654.4512,361.6704,True,Male
11332,17/05/2023,Mon,Morocco,casablanca,33.5731,7.5898,Hasan Abu Nasir,Laptop,Dell XPS,XPS 15,P950,4,1599,884.0871,170.6133,True,Female
11333,17/05/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Iin Khalifih,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,H899,4,229,2629.2864,2057.7024,True,Female
11334,17/05/2023,Wed,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Darkzifli,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),Q628,3,49,118.9377,110.7351,False,Male
11335,17/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Husayn Sariji,Tablet,Amazon Fire,Amazon Fire HD 10,W669,5,149,30.3513,115.624,True,Female
11336,17/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Muhamad Drwysh,Laptop,Microsoft Surface,Surface Book 3,D873,1,1599,1200.0495,1427.907,False,Female
11337,17/05/2023,Tue,Syria,damascus,33.5146,36.3084,Ahmad Qarh,Fitness Tracker,Amazfit Bip,Amazfit Bip S,A306,5,49,8.2026,15.0381,True,Male
11338,17/05/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Rannym Hamshu,Laptop,HP Pavilion,HP Pavilion 15,Y684,5,799,360.1892,720.3784,True,Female
11339,17/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Jihad Kalthum,Smartphone,Google Pixel,Google Pixel 5a,R814,2,499,405.8866,484.1298,False,Female
11340,17/05/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Mahfud,Laptop,HP Pavilion,HP Pavilion 15,P826,5,799,8269.5701,1108.2929,True,Male
11341,17/05/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Salim Kurdiun,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,X915,4,499,413.172,31.437,False,Female
11342,17/05/2023,Wed,France,paris,48.8566,2.3522,Majdulin Aldahan,Laptop,Apple MacBook,"MacBook Air 13""",B099,4,999,143.856,125.874,False,Female
11343,17/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Ahed Dbs,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,Q149,5,849,716.4711,395.2944,True,Male
11344,17/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Alaqre,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,W493,3,169,91.26,288.99,True,Female
11345,17/05/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Faras Abu Nasir,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,X847,2,39,30.9582,10.3194,True,Female
11346,17/05/2023,Tue,USA,las vegas,36.1699,-115.1398,Emar Shwk,Smartwatch,Samsung Gear,Samsung Gear Fit 4,C780,3,199,16.4772,214.2036,True,Male
11347,17/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Bisam Alssati,Gaming Console,Microsoft Xbox,Xbox One X,L106,4,299,260.4888,260.4888,True,Female
11348,17/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Emara Abu Eadlh,Gaming Console,Nintendo Switch,Nintendo Switch Lite,K492,3,199,112.833,64.476,False,Female
11349,17/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Farial Shaykhus,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",A432,3,1099,430.0387,650.0585,False,Male
11350,17/05/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Abd Allah Altarah,Headphones,Sony WH,Sony WH-1000XM4,W669,4,349,43.974,153.909,True,Female
11351,17/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Muhamad Asamh Tubae,Smart Speaker,Google Nest,Nest Hub (2nd Gen),B541,4,99,56.1627,22.0968,True,Female
11352,17/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Rafat Aldubus,Headphones,Bose QuietComfort,QC35 II,J759,3,299,196.742,182.689,True,Male
11353,17/05/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Ismaeil,Gaming Console,Retro Console,Sega Genesis Mini,F981,4,79,59.1552,21.9936,True,Female
11354,17/05/2023,Mon,Morocco,casablanca,33.5731,7.5898,Samir Naqawuh,Smartphone,Samsung Galaxy,Galaxy M32,L343,4,249,17.928,26.892,True,Female
11355,17/05/2023,Tue,Syria,damascus,33.5146,36.3084,Muhamad Eaziza,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,Z260,4,199,88.8336,18.507,False,Male
11356,17/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Omar Khalid,Headphones,Sennheiser HD,Sennheiser HD 450BT,A432,2,129,68.3829,41.9895,True,Female
11357,17/05/2023,Tue,United Arab Emirates,fujairah,25.1286,56.3242,Muhamad Eala Aldiyn,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,Q903,4,99,24.057,67.716,False,Female
11358,17/05/2023,Sun,Saudi Arabia,dammam,26.3927,49.9777,Asd Eibdalbaqi,Tablet,Microsoft Surface,Surface Go 2,G327,3,399,375.4191,100.6278,True,Male
11359,17/05/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Ayman Aldahan,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,F202,4,1199,152.7526,1092.7686,False,Female
11360,17/05/2023,Wed,USA,las vegas,36.1699,-115.1398,Muhamad Euthman,Laptop,Lenovo ThinkPad,ThinkPad X13,N346,4,999,29.3706,2437.7598,True,Female
11361,17/05/2023,Thu,Egypt,cairo,30.0444,31.2357,Bima Gharah,Headphones,Bose QuietComfort,QC35 II,B112,2,299,269.7279,47.2719,False,Male
11362,17/05/2023,Tue,USA,washington,38.9072,-77.0369,Muhamad Alrashid,Laptop,Lenovo ThinkPad,ThinkPad X13,J501,8,999,498.7008,901.4976,True,Female
11363,17/05/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Abd Alwahhab Alriys,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,X906,4,299,34.983,91.494,True,Female
11364,17/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Alaa Alshueranii,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,Z826,5,199,521.8974,16.6563,True,Male
11365,17/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Qisi,Tablet,Amazon Fire HD,Amazon Fire HD 8,G345,8,89,61.677,33.4818,False,Female
11366,17/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Daniah Ghabur,Smart Speaker,Google Nest,Nest Hub (2nd Gen),J198,4,99,53.0442,40.0158,True,Female
11367,17/05/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Dany Saed,VR Headset,HTC Vive,HTC Vive Cosmos Elite,G405,4,899,845.06,1132.74,True,Male
11368,17/05/2023,Mon,Egypt,cairo,30.0444,31.2357,Lama Iibrahim,Smartwatch,Fossil Gen,Fossil Gen 5E,O337,4,199,204.174,488.943,True,Female
11369,17/05/2023,Tue,Syria,damascus,33.5146,36.3084,Eala Jazar,Tablet,Apple iPad,"iPad Pro 12.9""",R236,3,999,809.0901,881.8173,True,Female
11370,17/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Muhamad Tyru,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,C780,4,99,20.1663,23.0472,False,Male
11371,17/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Suqbani,Smart Speaker,Amazon Echo,Echo Show 8,L106,4,129,123.84,79.2576,True,Female
11372,17/05/2023,Sat,United Arab Emirates,dubai,25.2048,55.2708,Ahmad Iismaeil,Tablet,Amazon Fire,Amazon Fire 7,J860,6,49,34.3,53.9,False,Female
11373,17/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Sultan Dbs,Smartphone,Xiaomi Mi,Xiaomi Mi 12,X918,4,799,1610.784,276.1344,True,Male
11374,17/05/2023,Mon,Syria,damascus,33.5146,36.3084,Rwbyna Klizli,Gaming Console,Nintendo Switch,Nintendo Switch OLED,Y590,4,349,904.608,395.766,True,Female
11375,17/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Sami Laylanaan,Smartphone,Samsung Galaxy,Galaxy A72,A470,3,499,426.3456,479.04,True,Female
11376,17/05/2023,Tue,France,paris,48.8566,2.3522,Ailya Alhamid,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,F655,5,29,27.2745,0.2755,True,Male
11377,17/05/2023,Wed,France,paris,48.8566,2.3522,Alaa Abu Eadlh,Smart Speaker,Google Nest,Nest Audio,E715,2,99,8.019,84.645,False,Female
11378,17/05/2023,Tue,USA,new york,40.7128,-74.006,Ghalib Rajab,Fitness Tracker,Withings Move,Withings Move ECG,Y270,5,129,71.982,292.7268,True,Female
11379,17/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Aryj Suirkili,Gaming Console,Microsoft Xbox,Xbox 360,R818,4,149,86.718,78.0462,True,Male
11380,17/05/2023,Tue,USA,new york,40.7498,-73.9814,Layzaan Salih,Smartwatch,Fossil Gen,Fossil Gen 6,X918,5,299,11.7208,251.9972,True,Female
11381,17/05/2023,Tue,USA,new york,40.7498,-73.9814,Muhamad Alahmar,Headphones,Sennheiser HD,Sennheiser HD 599 SE,H320,5,199,11.1042,181.3686,True,Female
11382,17/05/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Ahmad Alshiyraziu,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),S501,3,129,113.778,97.524,True,Male
11383,17/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Fatima Nabulsi,Laptop,HP Pavilion,HP Pavilion 15,G451,4,799,395.505,186.966,False,Female
11384,17/05/2023,Tue,USA,new york,40.7128,-74.006,Abdalrahmin Almardud,Laptop,Apple MacBook,"MacBook Air 13""",S190,5,999,485.514,746.253,True,Female
11385,17/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Eubay Alaleppoy,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,Z995,5,199,163.18,119.4,True,Male
11386,17/05/2023,Mon,Syria,homs,34.7326,36.7136,Fadi Alsafdi,Laptop,HP Envy,Envy x360,H466,4,899,587.2268,446.6232,True,Female
11387,17/05/2023,Fri,Saudi Arabia,jeddah,21.5433,39.1728,Sarih Almarstani,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,Z901,4,499,890.6152,619.5584,False,Female
11388,17/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Abd Alruhmin Bayazid,Smart Speaker,Amazon Echo,Echo Show 8,J431,4,129,51.5871,19.1952,False,Male
11389,18/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Lwy Zayd,Tablet,Amazon Fire,Amazon Fire 7,F376,5,49,1.9012,29.4686,True,Female
11390,18/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Rama Albazir,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,R143,5,349,125.64,160.191,False,Female
11391,18/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Fadi Wabi,VR Headset,Oculus Quest,Oculus Quest 3,Q599,5,599,759.0528,1535.3568,True,Male
11392,18/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Rasha Zaeur,VR Headset,Samsung Odyssey,Samsung Odyssey G9,T402,5,1499,1367.088,185.1265,True,Female
11393,18/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Alaa Ramadan,VR Headset,Oculus Quest,Oculus Quest 3,F553,4,599,293.51,223.0676,True,Female
11394,18/05/2023,Tue,USA,washington,38.9072,-77.0369,Duhana Rihan,VR Headset,Sony PlayStation,PlayStation VR,R236,4,299,72.657,255.645,True,Male
11395,18/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Sabah Abu,Gaming Console,Sony PlayStation,PlayStation 5,V940,4,499,862.771,236.1268,True,Female
11396,18/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Kamal Almudhin,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,S319,8,99,30.294,88.209,True,Female
11397,18/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Iin Ziada,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,F054,4,1499,1028.6138,479.0804,True,Male
11398,18/05/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Rasha Alhizae,VR Headset,Samsung Odyssey,Samsung Odyssey G9,N849,7,1499,292.7547,529.7466,True,Female
11399,18/05/2023,Wed,Egypt,cairo,30.0444,31.2357,Muhamad Almuhamad,Gaming Console,Nintendo Switch,Nintendo Switch Lite,L028,3,199,136.116,10.746,True,Female
11400,18/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Sandurana Almueasaeas,Smartphone,Apple iPhone,iPhone 13 Pro Max,Q149,3,1299,592.2141,718.2171,False,Male
11401,18/05/2023,Tue,Egypt,cairo,30.0444,31.2357,Lujin Almisri,Gaming Console,Nintendo Switch,Nintendo Switch OLED,T067,3,349,321.4988,153.909,True,Female
11402,18/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Fulla Alkhatib,Smartphone,Oppo Find,Oppo Find X4 Neo,I811,3,549,301.2912,473.4576,True,Female
11403,18/05/2023,Tue,Egypt,asyut,27.1809,31.1837,Iin Sabiq,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,Z612,4,3499,9283.5468,9144.9864,False,Male
11404,18/05/2023,Mon,Morocco,casablanca,33.5731,7.5898,Amyrah Aljawfani,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,L025,8,999,619.7796,234.765,True,Female
11405,18/05/2023,Sat,Syria,aleppo,36.2021,37.1343,Safa Qadish,Laptop,Lenovo ThinkPad,ThinkPad X13,U806,6,999,9.2907,473.8257,True,Female
11406,18/05/2023,Tue,USA,las vegas,36.1699,-115.1398,Fadi Aljabr,Smartwatch,Garmin Fenix,Garmin Fenix 7,S935,3,699,630.7776,407.3772,True,Male
11407,18/05/2023,Wed,USA,new york,40.7128,-74.006,Eala Khalifih,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,Z260,4,1199,1003.8028,816.2792,False,Female
11408,18/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ahmad Zueitr,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,I811,5,349,301.8152,147.627,True,Female
11409,18/05/2023,Wed,USA,washington,38.9072,-77.0369,Mazin Alquatliu,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,E484,4,249,143.424,815.724,True,Male
11410,18/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Rim Tyru,Smartwatch,Samsung Galaxy,Galaxy Watch 4,J194,4,349,335.04,931.83,True,Female
11411,18/05/2023,Tue,USA,new york,40.7498,-73.9814,Sharihan Rafaea,Smartwatch,Samsung Gear,Samsung Gear S4,W669,4,349,2298.3744,119.707,True,Female
11412,18/05/2023,Tue,USA,new york,40.7128,-74.006,Eala Qaziyha,VR Headset,Oculus Quest,Oculus Quest 3,Y692,4,599,363.9524,35.2212,True,Male
11413,18/05/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Husam Almisri,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,H466,5,449,501.084,559.5438,True,Female
11414,18/05/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Mazin Mustafaa,Digital Camera,Canon EOS,Canon EOS M50 Mark II,J759,2,649,11.682,274.527,True,Female
11415,18/05/2023,Mon,USA,new york,40.7498,-73.9814,Ali Eisaa,Tablet,Amazon Fire,Amazon Fire 7,W336,5,49,35.7504,2.352,True,Male
11416,18/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Emara Snan,Laptop,HP Pavilion,HP Pavilion 15,A776,4,799,2879.2764,3679.0754,True,Female
11417,18/05/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Samir Altarah,Smart Speaker,Bose Home Speaker,Bose Home Speaker 500,J885,4,299,1706.0043,1286.9857,True,Female
11418,18/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Khadijah Muayid,VR Headset,HTC Vive Pro,HTC Vive Pro 2,V007,4,1099,3615.71,4194.2236,True,Male
11419,18/05/2023,Mon,USA,new york,40.7498,-73.9814,Rami Naqawuh,Smartwatch,Samsung Galaxy,Galaxy Watch 4,R252,4,349,1117.9168,2515.3128,True,Female
11420,18/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Muhamad Alghazi,Gaming Console,Nintendo Switch,Nintendo Switch Pro,Z612,4,399,140.7672,281.5344,True,Female
11421,18/05/2023,Mon,Syria,homs,34.7326,36.7136,Rym Mshati,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),J885,5,99,95.0796,77.616,True,Male
11422,18/05/2023,Sun,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Almunzilijiu,Smart Speaker,Harman Kardon,Harman Kardon Citation,W638,5,199,109.649,126.6635,True,Female
11423,18/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Eurman,Headphones,Jabra Elite,Jabra Elite 85t,P617,5,229,191.7188,129.2018,False,Female
11424,18/05/2023,Tue,USA,new york,40.7128,-74.006,Abdallah Almisri,Tablet,Lenovo Tab,Lenovo Tab M7,V236,4,79,37.13,33.97,True,Male
11425,18/05/2023,Mon,United Arab Emirates,dubai,25.2048,55.2708,Ahmad Shaqir,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,V535,5,129,25.542,102.168,True,Female
11426,18/05/2023,Fri,Saudi Arabia,riyadh,24.7136,46.6753,Samir Rihan,Smart Speaker,JBL Link,JBL Link 20,Z398,5,99,68.607,12.474,False,Female
11427,18/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Ali Alnisrin,Smartphone,Apple iPhone,iPhone 13 Pro Max,W221,5,1299,942.2946,12.0807,False,Male
11428,18/05/2023,Tue,Syria,aleppo,36.2021,37.1343,Zaynab Alealiu,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,P040,4,199,463.272,671.7444,True,Female
11429,18/05/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Fyfian Salayk,Headphones,Anker Soundcore,Anker Soundcore Life Q35,R389,3,129,117.6222,64.2678,False,Female
11430,18/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Amir Sabiq,Smartwatch,Huawei Watch,Huawei Watch Fit 2 Pro,L085,8,129,49.02,103.2,True,Male
11431,18/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Eala Abu Fakhar,Gaming Console,Microsoft Xbox,Xbox Series X,U287,6,499,781.434,781.434,False,Female
11432,18/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Baha Aldiyn Shaykh Janid,Smartphone,Oppo Find,Oppo Find X4 Pro,W669,7,899,4651.7856,1841.3318,True,Female
11433,18/05/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Anwar Hasan,Smart Speaker,Amazon Echo Show,Amazon Echo Show 10 (3rd Gen),E754,4,249,198.0546,50.7213,True,Male
11434,18/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Ratib,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,B377,4,79,131.8036,62.8366,False,Female
11435,18/05/2023,Thu,Egypt,cairo,30.0444,31.2357,Muwmin Alkhujih,Headphones,Jabra Elite,Jabra Elite 85t,T592,4,229,50.5632,43.968,True,Female
11436,18/05/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ihsan Abu Ghazy,Tablet,Microsoft Surface,Surface Go 2,V535,3,399,273.714,144.6774,True,Male
11437,18/05/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Kinda Alabth,Smartphone,Samsung Galaxy,Galaxy M32,D914,4,249,198.0546,125.5956,True,Female
11438,18/05/2023,Tue,Morocco,casablanca,33.5731,7.5898,Muhamad Almahdi,Laptop,Dell XPS,XPS 15,M680,4,1599,10246.392,2187.432,True,Female
11439,18/05/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Jadid,Smartphone,Google Pixel,Google Pixel 6 Pro,N710,4,899,802.2676,69.7624,False,Male
11440,18/05/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Karam Alsawis,Digital Camera,Nikon Z Series,Nikon Z50,R236,4,799,2313.2648,1141.6112,True,Female
11441,18/05/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Fulla Karim,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,X173,8,849,725.895,217.7685,False,Female
11442,18/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Faras Earabi,Tablet,Apple iPad,"iPad Pro 12.9""",L343,6,999,929.07,369.63,False,Male
11443,18/05/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Shahad Alhusayn,VR Headset,Pimax Vision,Pimax Vision 8KX,S190,6,999,638.361,242.757,True,Female
11444,18/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Muhamad Zayd,Headphones,Sennheiser HD,Sennheiser HD 599 SE,T402,4,199,77.5105,177.707,True,Female
11445,18/05/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Aneam Sydu,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,J885,2,99,72.4185,85.5855,True,Male
11446,18/05/2023,Mon,France,paris,48.8566,2.3522,Ibrahim Alhusayn,Smartwatch,Huawei Watch,Huawei Watch GT 3,F655,5,249,86.9508,239.1147,True,Female
11447,18/05/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Omar Aldahan,Smartphone,Apple iPhone,iPhone 12,I036,5,899,1151.0796,2537.6073,True,Female
11448,18/05/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Juri Alshalaq,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",B938,5,899,729.8082,596.3067,True,Male
11449,18/05/2023,Tue,USA,new york,40.7498,-73.9814,Fulla Shams,Digital Camera,Nikon Z Series,Nikon Z50,W207,4,799,270.3816,1306.8444,True,Female
11450,18/05/2023,Mon,Syria,aleppo,36.2021,37.1343,Omar Albazir,Smartphone,OnePlus,OnePlus 9 Pro,J860,6,899,1116.558,1343.106,True,Female
11451,18/05/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Qadimati,Smartphone,Samsung Galaxy,Galaxy A72,R820,5,499,162.4245,287.7234,True,Male
11452,18/05/2023,Mon,USA,las vegas,36.1699,-115.1398,Abdalkrim Alqadiri,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,S384,7,999,441.1584,652.5468,False,Female
11453,18/05/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Abd Alrazzaq Almurashihi,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart 4,C218,5,129,130.9608,152.7876,False,Female
11454,18/05/2023,Tue,USA,las vegas,36.1699,-115.1398,Shadi Almurashihi,Gaming Console,Microsoft Xbox,Xbox 360,U287,4,149,25.33,38.74,True,Male
